
Predictions were generated on 21-Aug-2026 at 11:05:31 using HydroDyn Driver, compiled on Jul 05 2026 at 14:20:01 as a 64-bit application using single precision at commit Unversioned from 02847314dfdc4069d70b8b493e37b12b810a11e2
 linked with  NWTC Subroutine Library

Description from the driver input file: File for NRELOffshrBsline5MW_OC4DeepCwindSemi_HydroDyn

Time	Wave1Elev	Wave1Elv1	Wave1Elv2	PRPSurge	PRPSway	PRPHeave	PRPRoll	PRPPitch	PRPYaw	HydroFxi	HydroFyi	HydroFzi	HydroMxi	HydroMyi	HydroMzi	PRPTVxi	PRPTVyi	PRPTVzi	PRPRVxi	PRPRVyi	PRPRVzi	PRPTAxi	PRPTAyi	PRPTAzi	PRPRAxi	PRPRAyi	PRPRAzi	B1WvsFxi	B1HdSFxi	B1RdtFxi	B2WvsFxi	B2HdSFxi	B2RdtFxi	B3WvsFxi	B3HdSFxi	B3RdtFxi	B4WvsFxi	B4HdSFxi	B4RdtFxi	B5WvsFxi	B5HdSFxi	B5RdtFxi
    0.0900	  -7.950850E-01	  -7.950850E-01	   0.000000E+00	  -3.396253E-04	   3.374414E-04	   1.806369E-02	   2.084511E-06	   3.020442E-06	  -3.345979E-08	  -4.081515E+06	   3.994102E+06	   2.370122E+08	  -3.240362E+07	  -5.895334E+07	  -7.506031E+05	  -7.753313E-03	   7.344334E-03	   3.497415E-01	   5.263253E-05	   7.461573E-05	  -7.743415E-07	  -9.868822E-02	   9.138899E-02	   5.280904E+00	   5.893230E-04	   9.919140E-04	  -1.259040E-05	  -6.922985E+06	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.1000	  -7.876005E-01	  -7.876005E-01	   0.000000E+00	  -4.220252E-04	   4.157552E-04	   2.185105E-02	   2.638896E-06	   3.816115E-06	  -4.188217E-08	  -4.104276E+06	   4.010194E+06	   2.369710E+08	  -3.191618E+07	  -5.867996E+07	  -7.470507E+05	  -8.726656E-03	   8.318428E-03	   4.077302E-01	   5.824439E-05	   8.451878E-05	  -9.105173E-07	  -9.598044E-02	   1.034298E-01	   6.316825E+00	   5.330500E-04	   9.886939E-04	  -1.464477E-05	  -6.953247E+06	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.1100	  -7.801161E-01	  -7.801161E-01	   0.000000E+00	  -5.140595E-04	   5.043187E-04	   2.625233E-02	   3.247094E-06	   4.710262E-06	  -5.174691E-08	  -4.123897E+06	   4.026096E+06	   2.369175E+08	  -3.142833E+07	  -5.848727E+07	  -7.437694E+05	  -9.680202E-03	   9.394263E-03	   4.725240E-01	   6.339519E-05	   9.431058E-05	  -1.062951E-06	  -9.472871E-02	   1.117371E-01	   6.641941E+00	   4.971096E-04	   9.696664E-04	  -1.584191E-05	  -6.983512E+06	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.1200	  -7.726315E-01	  -7.726315E-01	   0.000000E+00	  -6.155923E-04	   6.037864E-04	   3.129585E-02	   3.905503E-06	   5.701385E-06	  -6.316183E-08	  -4.142394E+06	   4.041928E+06	   2.368595E+08	  -3.094104E+07	  -5.831032E+07	  -7.406335E+05	  -1.062637E-02	   1.049928E-02	   5.361813E-01	   6.828663E-05	   1.039142E-04	  -1.220720E-06	  -9.450505E-02	   1.092665E-01	   6.089515E+00	   4.811777E-04	   9.510598E-04	  -1.571208E-05	  -7.013780E+06	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.1300	  -7.651470E-01	  -7.651470E-01	   0.000000E+00	  -7.264921E-04	   7.140225E-04	   3.693196E-02	   4.612781E-06	   6.787016E-06	  -7.610372E-08	  -4.162497E+06	   4.057841E+06	   2.368057E+08	  -3.045511E+07	  -5.807596E+07	  -7.374183E+05	  -1.155359E-02	   1.154793E-02	   5.910398E-01	   7.316899E-05	   1.132119E-04	  -1.368543E-06	  -9.093814E-02	   1.004632E-01	   4.882183E+00	   4.952961E-04	   9.084803E-04	  -1.385252E-05	  -7.044044E+06	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.1400	  -7.576625E-01	  -7.576625E-01	   0.000000E+00	  -8.464603E-04	   8.342628E-04	   4.305063E-02	   5.370188E-06	   7.963064E-06	  -9.040745E-08	  -4.186374E+06	   4.073923E+06	   2.367620E+08	  -2.997087E+07	  -5.773406E+07	  -7.341402E+05	  -1.244004E-02	   1.250013E-02	   6.326948E-01	   7.831247E-05	   1.219978E-04	  -1.493323E-06	  -8.635275E-02	   8.997644E-02	   3.448815E+00	   5.333971E-04	   8.487063E-04	  -1.110356E-05	  -7.074310E+06	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.1500	  -7.501780E-01	  -7.501780E-01	   0.000000E+00	  -9.751446E-04	   9.634254E-04	   4.952108E-02	   6.180777E-06	   9.224141E-06	  -1.058059E-07	  -4.214498E+06	   4.090217E+06	   2.367296E+08	  -2.948815E+07	  -5.727836E+07	  -7.306805E+05	  -1.329682E-02	   1.333240E-02	   6.613957E-01	   8.380543E-05	   1.302173E-04	  -1.587760E-06	  -8.500276E-02	   7.647738E-02	   2.291364E+00	   5.651943E-04	   7.951889E-04	  -7.783779E-06	  -7.104577E+06	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.1600	  -7.426934E-01	  -7.426934E-01	   0.000000E+00	  -1.112427E-03	   1.100304E-03	   5.623496E-02	   7.047247E-06	   1.056492E-05	  -1.219841E-07	  -4.245597E+06	   4.106718E+06	   2.367048E+08	  -2.900630E+07	  -5.674384E+07	  -7.266739E+05	  -1.415970E-02	   1.404326E-02	   6.813807E-01	   8.948860E-05	   1.379385E-04	  -1.649597E-06	  -8.757370E-02	   6.569552E-02	   1.705640E+00	   5.714422E-04	   7.490466E-04	  -4.583750E-06	  -7.134842E+06	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.1700	  -7.352089E-01	  -7.352089E-01	   0.000000E+00	  -1.258447E-03	   1.243941E-03	   6.313735E-02	   7.970125E-06	   1.198053E-05	  -1.386463E-07	  -4.277386E+06	   4.123327E+06	   2.366811E+08	  -2.852456E+07	  -5.619053E+07	  -7.221011E+05	  -1.504427E-02	   1.468418E-02	   6.990967E-01	   9.508694E-05	   1.451841E-04	  -1.684934E-06	  -8.933927E-02	   6.248866E-02	   1.837568E+00	   5.482244E-04	   7.000764E-04	  -2.483478E-06	  -7.165108E+06	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.1800	  -7.277244E-01	  -7.277244E-01	   0.000000E+00	  -1.413366E-03	   1.393995E-03	   7.023835E-02	   8.947035E-06	   1.346611E-05	  -1.555754E-07	  -4.307424E+06	   4.139908E+06	   2.366511E+08	  -2.804237E+07	  -5.568284E+07	  -7.171435E+05	  -1.593946E-02	   1.532669E-02	   7.211041E-01	   1.002950E-04	   1.519321E-04	  -1.703373E-06	  -8.969995E-02	   6.601369E-02	   2.563908E+00	   4.933897E-04	   6.495204E-04	  -1.204427E-06	  -7.195372E+06	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.1900	  -7.202400E-01	  -7.202400E-01	   0.000000E+00	  -1.577287E-03	   1.550797E-03	   7.760315E-02	   9.972578E-06	   1.501686E-05	  -1.726457E-07	  -4.333869E+06	   4.156345E+06	   2.366093E+08	  -2.755933E+07	  -5.526718E+07	  -7.120164E+05	  -1.684475E-02	   1.603372E-02	   7.518551E-01	   1.048138E-04	   1.582171E-04	  -1.713603E-06	  -9.135772E-02	   7.539138E-02	   3.586286E+00	   4.103610E-04	   6.074747E-04	  -8.414040E-07	  -7.225638E+06	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.2000	  -7.127553E-01	  -7.127553E-01	   0.000000E+00	  -1.750297E-03	   1.715179E-03	   8.532356E-02	   1.103894E-05	   1.662834E-05	  -1.898142E-07	  -4.356108E+06	   4.172570E+06	   2.365538E+08	  -2.707554E+07	  -5.495671E+07	  -7.068896E+05	  -1.775742E-02	   1.684257E-02	   7.922278E-01	   1.084589E-04	   1.640796E-04	  -1.723475E-06	  -9.117526E-02	   8.637787E-02	   4.488254E+00	   3.186620E-04	   5.650361E-04	  -1.133067E-06	  -7.255900E+06	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.2100	  -7.052710E-01	  -7.052710E-01	   0.000000E+00	  -1.932351E-03	   1.888159E-03	   9.348203E-02	   1.213752E-05	   1.829608E-05	  -2.070842E-07	  -4.374993E+06	   4.188590E+06	   2.364868E+08	  -2.659124E+07	  -5.472726E+07	  -7.018766E+05	  -1.865336E-02	   1.775356E-02	   8.394655E-01	   1.112563E-04	   1.694685E-04	  -1.734374E-06	  -8.801394E-02	   9.582031E-02	   4.959290E+00	   2.408284E-04	   5.127500E-04	  -1.046554E-06	  -7.286162E+06	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.2200	  -6.977864E-01	  -6.977864E-01	   0.000000E+00	  -2.123201E-03	   2.070615E-03	   1.021213E-01	   1.326087E-05	   2.001498E-05	  -2.244480E-07	  -4.392538E+06	   4.204470E+06	   2.364136E+08	  -2.610698E+07	  -5.452718E+07	  -6.970626E+05	  -1.951647E-02	   1.873758E-02	   8.883971E-01	   1.134138E-04	   1.743097E-04	  -1.742686E-06	  -8.460763E-02	   1.009833E-01	   4.827032E+00	   1.906663E-04	   4.554776E-04	  -6.159269E-07	  -7.316423E+06	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.2300	  -6.903018E-01	  -6.903018E-01	   0.000000E+00	  -2.322525E-03	   2.262965E-03	   1.112297E-01	   1.440407E-05	   2.177931E-05	  -2.418538E-07	  -4.411306E+06	   4.220338E+06	   2.363413E+08	  -2.562317E+07	  -5.429468E+07	  -6.923019E+05	  -2.034845E-02	   1.973242E-02	   9.332692E-01	   1.152276E-04	   1.785569E-04	  -1.743261E-06	  -8.178796E-02	   9.798515E-02	   4.147394E+00	   1.720944E-04	   3.939655E-04	   5.010918E-07	  -7.346683E+06	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.2400	  -6.828174E-01	  -6.828174E-01	   0.000000E+00	  -2.530064E-03	   2.464966E-03	   1.207443E-01	   1.556522E-05	   2.358299E-05	  -2.591831E-07	  -4.433537E+06	   4.236334E+06	   2.362755E+08	  -2.513994E+07	  -5.397884E+07	  -6.873396E+05	  -2.115923E-02	   2.066771E-02	   9.696637E-01	   1.170025E-04	   1.821785E-04	  -1.727873E-06	  -8.036789E-02	   8.907453E-02	   3.131504E+00	   1.828855E-04	   3.303452E-04	   2.576312E-06	  -7.376942E+06	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.2500	  -6.753329E-01	  -6.753329E-01	   0.000000E+00	  -2.745677E-03	   2.675807E-03	   1.305722E-01	   1.674508E-05	   2.541970E-05	  -2.762505E-07	  -4.460286E+06	   4.252538E+06	   2.362194E+08	  -2.465740E+07	  -5.355736E+07	  -6.820275E+05	  -2.196352E-02	   2.150050E-02	   9.959013E-01	   1.189682E-04	   1.851649E-04	  -1.691390E-06	  -8.049159E-02	   7.748219E-02	   2.116015E+00	   2.102447E-04	   2.669461E-04	   4.720303E-06	  -7.407198E+06	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.2600	  -6.678484E-01	  -6.678484E-01	   0.000000E+00	  -2.969371E-03	   2.894380E-03	   1.406189E-01	   1.794587E-05	   2.728329E-05	  -2.928406E-07	  -4.491054E+06	   4.268977E+06	   2.361721E+08	  -2.417524E+07	  -5.304293E+07	  -6.761412E+05	  -2.277525E-02	   2.221418E-02	   1.013446E+00	   1.211908E-04	   1.875522E-04	  -1.632957E-06	  -8.185307E-02	   6.525418E-02	   1.392855E+00	   2.342888E-04	   2.105102E-04	   6.966393E-06	  -7.437454E+06	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.2700	  -6.603638E-01	  -6.603638E-01	   0.000000E+00	  -3.201288E-03	   3.119590E-03	   1.508170E-01	   1.916958E-05	   2.916826E-05	  -3.087413E-07	  -4.524042E+06	   4.285599E+06	   2.361294E+08	  -2.369319E+07	  -5.247673E+07	  -6.696155E+05	  -2.360807E-02	   2.282788E-02	   1.026174E+00	   1.235519E-04	   1.894423E-04	  -1.554092E-06	  -8.471160E-02	   5.748675E-02	   1.152755E+00	   2.379335E-04	   1.675086E-04	   8.806618E-06	  -7.467708E+06	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.2800	  -6.528794E-01	  -6.528794E-01	   0.000000E+00	  -3.441653E-03	   3.350707E-03	   1.611424E-01	   2.041639E-05	   3.107027E-05	  -3.237850E-07	  -4.556925E+06	   4.302288E+06	   2.360858E+08	  -2.321094E+07	  -5.191223E+07	  -6.625884E+05	  -2.446499E-02	   2.339550E-02	   1.038915E+00	   1.258085E-04	   1.909591E-04	  -1.462153E-06	  -8.667283E-02	   5.603526E-02	   1.395492E+00	   2.133876E-04	   1.358556E-04	   9.581150E-06	  -7.497958E+06	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.2900	  -6.453949E-01	  -6.453949E-01	   0.000000E+00	  -3.690636E-03	   3.587579E-03	   1.716159E-01	   2.168384E-05	   3.298608E-05	  -3.378811E-07	  -4.587711E+06	   4.318920E+06	   2.360361E+08	  -2.272832E+07	  -5.139629E+07	  -6.552481E+05	  -2.533171E-02	   2.397885E-02	   1.055778E+00	   1.276817E-04	   1.922025E-04	  -1.365184E-06	  -8.667048E-02	   6.063525E-02	   1.977201E+00	   1.612509E-04	   1.128299E-04	   9.812644E-06	  -7.528207E+06	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.3000	  -6.379102E-01	  -6.379102E-01	   0.000000E+00	  -3.948255E-03	   3.830641E-03	   1.822889E-01	   2.296698E-05	   3.491336E-05	  -3.510126E-07	  -4.615354E+06	   4.335391E+06	   2.359772E+08	  -2.224532E+07	  -5.095384E+07	  -6.478509E+05	  -2.619210E-02	   2.463361E-02	   1.078825E+00	   1.289472E-04	   1.932531E-04	  -1.269831E-06	  -8.540769E-02	   7.031703E-02	   2.632109E+00	   9.184686E-05	   9.727691E-05	   9.258009E-06	  -7.558452E+06	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
    0.3100	  -6.304258E-01	  -6.304258E-01	   0.000000E+00	  -4.214369E-03	   4.080749E-03	   1.932205E-01	   2.425930E-05	   3.685034E-05	  -3.632276E-07	  -4.640066E+06	   4.351660E+06	   2.359094E+08	  -2.176215E+07	  -5.058022E+07	  -6.406189E+05	  -2.703064E-02	   2.538790E-02	   1.107489E+00	   1.295165E-04	   1.941436E-04	  -1.182445E-06	  -8.230095E-02	   8.054145E-02	   3.100785E+00	   2.200467E-05	   8.082989E-05	   8.219390E-06	  -7.588696E+06	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00	   0.000000E+00
